CODGEO;LIBGEO;DENS;LIBDENS;PMUN13;P1;P2;P3;P4;P5;P6;P7
57623;Saint-Quirin;6;Rural à habitat dispersé;768;0,0;0,0;0,0;0,0;0,0;95,1;4,9
57624;Sainte-Ruffine;4;Ceintures urbaines;539;0,0;0,0;0,0;100,0;0,0;0,0;0,0
57625;Salonnes;6;Rural à habitat dispersé;202;0,0;0,0;0,0;0,0;0,0;71,9;28,1
57626;Sanry-lès-Vigy;6;Rural à habitat dispersé;503;0,0;0,0;0,0;0,0;0,0;88,0;12,0
57627;Sanry-sur-Nied;6;Rural à habitat dispersé;306;0,0;0,0;0,0;0,0;0,0;87,7;12,3
57628;Sarralbe;5;Bourgs ruraux;4571;0,0;0,0;0,0;0,0;83,8;16,1;0,2
57629;Sarraltroff;6;Rural à habitat dispersé;737;0,0;0,0;0,0;0,0;0,0;93,3;6,7
57630;Sarrebourg;2;Centres urbains intermédiaires;12306;0,0;59,6;0,0;34,5;0,0;5,5;0,3
57631;Sarreguemines;3;Petites villes;21572;0,0;46,4;0,0;47,4;0,0;6,1;0,1
57633;Sarreinsming;5;Bourgs ruraux;1293;0,0;0,0;0,0;0,0;74,4;21,8;3,9
57634;Saulny;5;Bourgs ruraux;1432;0,0;0,0;0,0;0,0;88,4;10,8;0,8
57635;Schalbach;6;Rural à habitat dispersé;328;0,0;0,0;0,0;0,0;0,0;87,0;13,1
57636;Schmittviller;6;Rural à habitat dispersé;345;0,0;0,0;0,0;0,0;0,0;99,1;0,9
57637;Schneckenbusch;6;Rural à habitat dispersé;295;0,0;0,0;0,0;0,0;0,0;88,5;11,5
57638;Schœneck;4;Ceintures urbaines;2757;0,0;3,7;0,0;94,6;0,0;0,0;1,7
57639;Schorbach;6;Rural à habitat dispersé;551;0,0;0,0;0,0;0,0;0,0;92,0;8,0
57640;Schwerdorff;6;Rural à habitat dispersé;460;0,0;0,0;0,0;0,0;0,0;80,0;20,0
57641;Schweyen;6;Rural à habitat dispersé;323;0,0;0,0;0,0;0,0;0,0;92,8;7,2
57642;Scy-Chazelles;4;Ceintures urbaines;2717;27,7;0,0;0,0;72,3;0,0;0,0;0,0
57643;Secourt;6;Rural à habitat dispersé;208;0,0;0,0;0,0;0,0;0,0;97,5;2,5
57644;Seingbouse;4;Ceintures urbaines;1882;0,0;0,0;0,0;75,5;0,0;24,5;0,0
57645;Semécourt;4;Ceintures urbaines;907;0,0;0,0;0,0;88,2;0,0;11,4;0,4
57647;Serémange-Erzange;1;Grands centres urbains;4286;95,9;0,0;0,0;4,1;0,0;0,0;0,0
57648;Servigny-lès-Raville;6;Rural à habitat dispersé;432;0,0;0,0;0,0;0,0;0,0;92,1;7,9
57649;Servigny-lès-Sainte-Barbe;6;Rural à habitat dispersé;442;0,0;0,0;0,0;0,0;0,0;93,3;6,7
57650;Sierck-les-Bains;3;Petites villes;1676;0,0;0,0;82,1;0,0;0,0;17,5;0,4
57651;Siersthal;6;Rural à habitat dispersé;649;0,0;0,0;0,0;0,0;0,0;90,6;9,4
57652;Sillegny;6;Rural à habitat dispersé;435;0,0;0,0;0,0;0,0;0,0;94,4;5,6
57653;Silly-en-Saulnois;7;Rural à habitat très dispersé;33;0,0;0,0;0,0;0,0;0,0;0,0;100,0
57654;Silly-sur-Nied;6;Rural à habitat dispersé;706;0,0;0,0;0,0;0,0;0,0;96,6;3,5
57655;Solgne;5;Bourgs ruraux;1092;0,0;0,0;0,0;0,0;80,1;18,4;1,5
57656;Sorbey;6;Rural à habitat dispersé;352;0,0;0,0;0,0;0,0;0,0;89,3;10,8
57657;Sotzeling;7;Rural à habitat très dispersé;28;0,0;0,0;0,0;0,0;0,0;0,0;100,0
57658;Soucht;5;Bourgs ruraux;1080;0,0;0,0;0,0;0,0;63,2;32,5;4,3
57659;Spicheren;4;Ceintures urbaines;3189;0,0;4,6;0,0;89,4;0,0;5,6;0,3
57660;Stiring-Wendel;2;Centres urbains intermédiaires;12506;0,0;71,9;0,0;28,1;0,0;0,0;0,0
57661;Sturzelbronn;6;Rural à habitat dispersé;179;0,0;0,0;0,0;0,0;0,0;75,0;25,0
57662;Suisse;6;Rural à habitat dispersé;103;0,0;0,0;0,0;0,0;0,0;100,0;0,0
57663;Talange;4;Ceintures urbaines;7660;0,0;0,0;0,0;100,0;0,0;0,0;0,0
57664;Tarquimpol;7;Rural à habitat très dispersé;67;0,0;0,0;0,0;0,0;0,0;0,0;100,0
57665;Tenteling;5;Bourgs ruraux;1053;0,0;0,0;0,0;32,7;47,3;19,8;0,2
57666;Terville;4;Ceintures urbaines;6619;26,5;36,1;0,0;37,5;0,0;0,0;0,0
57667;Téterchen;5;Bourgs ruraux;766;0,0;0,0;0,0;0,0;68,9;30,8;0,3
57668;Teting-sur-Nied;4;Ceintures urbaines;1453;0,0;0,0;0,0;94,0;0,0;0,0;6,0
57669;Théding;4;Ceintures urbaines;2480;0,0;37,7;0,0;58,9;0,6;1,4;1,3
57670;Thicourt;6;Rural à habitat dispersé;145;0,0;0,0;0,0;0,0;0,0;58,0;42,0
57671;Thimonville;6;Rural à habitat dispersé;160;0,0;0,0;0,0;0,0;0,0;85,8;14,2
57672;Thionville;2;Centres urbains intermédiaires;41627;0,0;75,9;0,0;16,5;4,7;2,6;0,3
57673;Thonville;6;Rural à habitat dispersé;45;0,0;0,0;0,0;0,0;0,0;100,0;0,0
57674;Tincry;6;Rural à habitat dispersé;164;0,0;0,0;0,0;0,0;0,0;90,2;9,8
57675;Torcheville;7;Rural à habitat très dispersé;127;0,0;0,0;0,0;0,0;0,0;0,0;100,0
57676;Tragny;6;Rural à habitat dispersé;107;0,0;0,0;0,0;0,0;0,0;94,7;5,3
57677;Trémery;5;Bourgs ruraux;1083;0,0;0,0;0,0;0,0;93,0;4,4;2,7
57678;Tressange;5;Bourgs ruraux;1994;0,0;0,0;0,0;0,0;51,2;46,9;1,9
57679;Tritteling-Redlach;6;Rural à habitat dispersé;528;0,0;0,0;0,0;0,0;0,0;98,1;1,9
57680;Troisfontaines;5;Bourgs ruraux;1286;0,0;0,0;0,0;0,0;53,9;43,9;2,3
57681;Tromborn;6;Rural à habitat dispersé;371;0,0;0,0;0,0;0,0;0,0;94,4;5,6
57682;Turquestein-Blancrupt;7;Rural à habitat très dispersé;16;0,0;0,0;0,0;0,0;0,0;0,0;100,0
57683;Uckange;1;Grands centres urbains;6315;71,0;0,0;0,0;25,3;0,0;3,0;0,7
57684;Vahl-Ebersing;6;Rural à habitat dispersé;533;0,0;0,0;0,0;0,0;0,0;94,9;5,1
57685;Vahl-lès-Bénestroff;6;Rural à habitat dispersé;139;0,0;0,0;0,0;0,0;0,0;78,8;21,3
57686;Vahl-lès-Faulquemont;6;Rural à habitat dispersé;245;0,0;0,0;0,0;0,0;0,0;78,5;21,5
57687;Vallerange;6;Rural à habitat dispersé;216;0,0;0,0;0,0;0,0;0,0;73,0;27,0
57689;Valmestroff;6;Rural à habitat dispersé;250;0,0;0,0;0,0;0,0;0,0;91,1;8,9
57690;Valmont;4;Ceintures urbaines;3255;0,0;3,3;0,0;91,4;0,0;5,3;0,0
57691;Valmunster;6;Rural à habitat dispersé;94;0,0;0,0;0,0;0,0;0,0;94,7;5,3
57692;Vannecourt;7;Rural à habitat très dispersé;92;0,0;0,0;0,0;0,0;0,0;19,7;80,3
57693;Vantoux;4;Ceintures urbaines;906;45,6;0,0;0,0;52,5;0,0;1,9;0,0
57694;Vany;6;Rural à habitat dispersé;335;0,0;0,0;0,0;0,0;0,0;97,9;2,1
57695;Varize-Vaudoncourt;6;Rural à habitat dispersé;533;0,0;0,0;0,0;0,0;0,0;83,5;16,5
57696;Varsberg;6;Rural à habitat dispersé;916;0,0;0,0;0,0;46,6;0,0;49,8;3,6
57697;Vasperviller;6;Rural à habitat dispersé;308;0,0;0,0;0,0;0,0;0,0;95,7;4,3
57698;Vatimont;6;Rural à habitat dispersé;319;0,0;0,0;0,0;0,0;0,0;94,4;5,6
57700;Vaudreching;6;Rural à habitat dispersé;562;0,0;0,0;0,0;0,0;39,3;60,3;0,4
57701;Vaux;4;Ceintures urbaines;844;0,0;0,0;0,0;99,5;0,0;0,5;0,0
57702;Vaxy;6;Rural à habitat dispersé;133;0,0;0,0;0,0;0,0;0,0;76,6;23,5
57703;Veckersviller;6;Rural à habitat dispersé;262;0,0;0,0;0,0;0,0;0,0;100,0;0,0
57704;Veckring;6;Rural à habitat dispersé;688;0,0;0,0;0,0;0,0;0,0;90,1;9,9
57705;Velving;6;Rural à habitat dispersé;220;0,0;0,0;0,0;0,0;0,0;99,5;0,5
57706;Vergaville;6;Rural à habitat dispersé;581;0,0;0,0;0,0;0,0;0,0;95,8;4,2
57707;Vernéville;5;Bourgs ruraux;608;0,0;0,0;0,0;0,0;80,7;10,0;9,3
57708;Verny;5;Bourgs ruraux;1939;0,0;0,0;0,0;0,0;95,8;4,1;0,1
57709;Vescheim;6;Rural à habitat dispersé;284;0,0;0,0;0,0;0,0;0,0;100,0;0,0
57711;Vibersviller;6;Rural à habitat dispersé;465;0,0;0,0;0,0;0,0;0,0;90,9;9,1
57712;Vic-sur-Seille;5;Bourgs ruraux;1333;0,0;0,0;0,0;0,0;72,9;27,0;0,1
57713;Vieux-Lixheim;5;Bourgs ruraux;257;0,0;0,0;0,0;0,0;66,2;33,8;0,0
57714;Haute-Vigneulles;6;Rural à habitat dispersé;420;0,0;0,0;0,0;0,0;0,0;98,8;1,2
57715;Vigny;6;Rural à habitat dispersé;328;0,0;0,0;0,0;0,0;0,0;94,9;5,1
57716;Vigy;5;Bourgs ruraux;1593;0,0;0,0;0,0;0,0;75,1;22,0;2,9
57717;Viller;6;Rural à habitat dispersé;197;0,0;0,0;0,0;0,0;0,0;96,5;3,5
57718;Villers-Stoncourt;6;Rural à habitat dispersé;249;0,0;0,0;0,0;0,0;0,0;58,1;41,9
57719;Villers-sur-Nied;6;Rural à habitat dispersé;83;0,0;0,0;0,0;0,0;0,0;100,0;0,0
57720;Villing;6;Rural à habitat dispersé;491;0,0;0,0;0,0;0,0;0,0;100,0;0,0
57721;Vilsberg;6;Rural à habitat dispersé;372;0,0;0,0;0,0;0,0;0,0;77,0;23,0
57722;Vionville;7;Rural à habitat très dispersé;179;0,0;0,0;0,0;0,0;0,0;47,8;52,2
57723;Virming;6;Rural à habitat dispersé;291;0,0;0,0;0,0;0,0;0,0;75,2;24,8
57724;Vitry-sur-Orne;2;Centres urbains intermédiaires;2984;0,0;85,1;0,0;4,8;0,0;10,1;0,0
57725;Vittersbourg;6;Rural à habitat dispersé;358;0,0;0,0;0,0;0,0;0,0;100,0;0,0
57726;Vittoncourt;6;Rural à habitat dispersé;387;0,0;0,0;0,0;0,0;0,0;99,0;1,1
57727;Viviers;6;Rural à habitat dispersé;124;0,0;0,0;0,0;0,0;0,0;98,4;1,6
57728;Voimhaut;6;Rural à habitat dispersé;258;0,0;0,0;0,0;0,0;0,0;100,0;0,0
57730;Volmerange-lès-Boulay;6;Rural à habitat dispersé;568;0,0;0,0;0,0;0,0;0,0;93,1;6,9
57731;Volmerange-les-Mines;5;Bourgs ruraux;2063;0,0;0,0;0,0;0,0;72,6;27,3;0,1
57732;Volmunster;6;Rural à habitat dispersé;833;0,0;0,0;0,0;0,0;0,0;82,1;17,9
57733;Volstroff;5;Bourgs ruraux;1703;0,0;0,0;0,0;0,0;86,8;12,5;0,7
57734;Voyer;6;Rural à habitat dispersé;437;0,0;0,0;0,0;0,0;0,0;96,3;3,7
57736;Vry;6;Rural à habitat dispersé;546;0,0;0,0;0,0;0,0;0,0;99,2;0,8
57737;Vulmont;7;Rural à habitat très dispersé;38;0,0;0,0;0,0;0,0;0,0;0,0;100,0
57738;Waldhouse;6;Rural à habitat dispersé;392;0,0;0,0;0,0;0,0;0,0;96,6;3,5
57739;Waldweistroff;6;Rural à habitat dispersé;495;0,0;0,0;0,0;0,0;0,0;91,6;8,4
57740;Waldwisse;6;Rural à habitat dispersé;795;0,0;0,0;0,0;0,0;0,0;94,3;5,7
57741;Walschbronn;6;Rural à habitat dispersé;496;0,0;0,0;0,0;0,0;0,0;87,3;12,7
57742;Walscheid;6;Rural à habitat dispersé;1596;0,0;0,0;0,0;0,0;0,0;93,6;6,4
57743;Waltembourg;6;Rural à habitat dispersé;248;0,0;0,0;0,0;0,0;0,0;98,4;1,6
57745;Wiesviller;5;Bourgs ruraux;1004;0,0;0,0;0,0;0,0;94,5;0,0;5,5
57746;Willerwald;5;Bourgs ruraux;1505;0,0;0,0;0,0;0,0;64,3;34,9;0,8
57747;Wintersbourg;6;Rural à habitat dispersé;275;0,0;0,0;0,0;0,0;0,0;100,0;0,0
57748;Wittring;5;Bourgs ruraux;809;0,0;0,0;0,0;0,0;64,3;30,7;4,9
57749;Vœlfling-lès-Bouzonville;6;Rural à habitat dispersé;165;0,0;0,0;0,0;0,0;0,0;98,1;1,9
57750;Wœlfling-lès-Sarreguemines;6;Rural à habitat dispersé;730;0,0;0,0;0,0;0,0;45,9;53,4;0,7
57751;Woippy;1;Grands centres urbains;13495;77,2;0,0;0,0;21,2;0,0;0,8;0,8
57752;Woustviller;5;Bourgs ruraux;3239;0,0;0,0;0,0;0,0;87,5;11,7;0,8
57753;Wuisse;7;Rural à habitat très dispersé;63;0,0;0,0;0,0;0,0;0,0;0,0;100,0
57754;Xanrey;6;Rural à habitat dispersé;116;0,0;0,0;0,0;0,0;0,0;92,3;7,7
57755;Xocourt;6;Rural à habitat dispersé;86;0,0;0,0;0,0;0,0;0,0;99,1;0,9
57756;Xouaxange;6;Rural à habitat dispersé;324;0,0;0,0;0,0;0,0;0,0;81,7;18,3
57757;Yutz;2;Centres urbains intermédiaires;15898;0,0;66,0;0,0;33,1;0,0;0,8;0,0
57759;Zarbeling;6;Rural à habitat dispersé;64;0,0;0,0;0,0;0,0;0,0;100,0;0,0
57760;Zetting;5;Bourgs ruraux;847;0,0;0,0;0,0;0,0;62,7;34,7;2,6
57761;Zilling;6;Rural à habitat dispersé;271;0,0;0,0;0,0;0,0;0,0;93,1;6,9
57762;Zimming;6;Rural à habitat dispersé;685;0,0;0,0;0,0;0,0;0,0;94,2;5,8
57763;Zommange;7;Rural à habitat très dispersé;38;0,0;0,0;0,0;0,0;0,0;0,0;100,0
57764;Zoufftgen;5;Bourgs ruraux;1042;0,0;0,0;0,0;0,0;87,4;12,1;0,5
57765;Diesen;4;Ceintures urbaines;1083;0,0;0,0;0,0;96,3;0,0;0,0;3,7
57767;Stuckange;5;Bourgs ruraux;1011;0,0;0,0;0,0;0,0;89,9;7,3;2,9
58001;Achun;7;Rural à habitat très dispersé;146;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58002;Alligny-Cosne;6;Rural à habitat dispersé;864;0,0;0,0;0,0;0,0;0,0;61,6;38,4
58003;Alligny-en-Morvan;7;Rural à habitat très dispersé;645;0,0;0,0;0,0;0,0;0,0;22,5;77,5
58004;Alluy;7;Rural à habitat très dispersé;407;0,0;0,0;0,0;0,0;0,0;42,3;57,7
58005;Amazy;6;Rural à habitat dispersé;234;0,0;0,0;0,0;0,0;0,0;59,8;40,2
58006;Anlezy;7;Rural à habitat très dispersé;271;0,0;0,0;0,0;0,0;0,0;28,0;72,0
58007;Annay;7;Rural à habitat très dispersé;340;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58008;Anthien;7;Rural à habitat très dispersé;177;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58009;Arbourse;6;Rural à habitat dispersé;121;0,0;0,0;0,0;0,0;0,0;54,4;45,6
58010;Arleuf;7;Rural à habitat très dispersé;802;0,0;0,0;0,0;0,0;0,0;45,9;54,1
58011;Armes;6;Rural à habitat dispersé;303;0,0;0,0;0,0;0,0;11,4;77,7;10,9
58012;Arquian;7;Rural à habitat très dispersé;597;0,0;0,0;0,0;0,0;0,0;46,9;53,1
58013;Arthel;7;Rural à habitat très dispersé;99;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58014;Arzembouy;7;Rural à habitat très dispersé;71;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58015;Asnan;6;Rural à habitat dispersé;129;0,0;0,0;0,0;0,0;0,0;96,8;3,2
58016;Asnois;6;Rural à habitat dispersé;159;0,0;0,0;0,0;0,0;0,0;97,9;2,1
58017;Aunay-en-Bazois;7;Rural à habitat très dispersé;237;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58018;Authiou;7;Rural à habitat très dispersé;38;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58019;Avrée;7;Rural à habitat très dispersé;90;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58020;Avril-sur-Loire;7;Rural à habitat très dispersé;246;0,0;0,0;0,0;0,0;0,0;47,9;52,1
58021;Azy-le-Vif;7;Rural à habitat très dispersé;217;0,0;0,0;0,0;0,0;0,0;31,6;68,4
58022;Balleray;7;Rural à habitat très dispersé;217;0,0;0,0;0,0;0,0;0,0;26,1;73,9
58023;Bazoches;7;Rural à habitat très dispersé;177;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58024;Bazolles;7;Rural à habitat très dispersé;284;0,0;0,0;0,0;0,0;0,0;18,6;81,4
58025;Béard;6;Rural à habitat dispersé;167;0,0;0,0;0,0;0,0;0,0;96,0;4,0
58026;Beaulieu;7;Rural à habitat très dispersé;31;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58027;Beaumont-la-Ferrière;7;Rural à habitat très dispersé;124;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58028;Beaumont-Sardolles;7;Rural à habitat très dispersé;125;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58029;Beuvron;7;Rural à habitat très dispersé;92;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58030;Biches;7;Rural à habitat très dispersé;314;0,0;0,0;0,0;0,0;0,0;32,8;67,2
58031;Billy-Chevannes;7;Rural à habitat très dispersé;355;0,0;0,0;0,0;0,0;0,0;44,8;55,2
58032;Billy-sur-Oisy;6;Rural à habitat dispersé;382;0,0;0,0;0,0;0,0;0,0;82,3;17,7
58033;Bitry;7;Rural à habitat très dispersé;320;0,0;0,0;0,0;0,0;0,0;39,5;60,5
58034;Blismes;7;Rural à habitat très dispersé;174;0,0;0,0;0,0;0,0;0,0;47,7;52,3
58035;Bona;7;Rural à habitat très dispersé;304;0,0;0,0;0,0;0,0;0,0;37,6;62,4
58036;Bouhy;7;Rural à habitat très dispersé;446;0,0;0,0;0,0;0,0;0,0;22,1;77,9
58037;Brassy;7;Rural à habitat très dispersé;623;0,0;0,0;0,0;0,0;0,0;30,4;69,6
58038;Breugnon;6;Rural à habitat dispersé;177;0,0;0,0;0,0;0,0;0,0;100,0;0,0
58039;Brèves;6;Rural à habitat dispersé;282;0,0;0,0;0,0;0,0;0,0;68,4;31,6
58040;Brinay;7;Rural à habitat très dispersé;158;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58041;Brinon-sur-Beuvron;6;Rural à habitat dispersé;187;0,0;0,0;0,0;0,0;0,0;66,6;33,4
58042;Bulcy;6;Rural à habitat dispersé;139;0,0;0,0;0,0;0,0;0,0;50,2;49,8
58043;Bussy-la-Pesle;7;Rural à habitat très dispersé;52;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58044;La Celle-sur-Loire;6;Rural à habitat dispersé;855;0,0;0,0;0,0;0,0;0,0;80,4;19,6
58045;La Celle-sur-Nièvre;7;Rural à habitat très dispersé;162;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58046;Cercy-la-Tour;6;Rural à habitat dispersé;1861;0,0;0,0;0,0;0,0;0,0;87,3;12,7
58047;Cervon;6;Rural à habitat dispersé;599;0,0;0,0;0,0;0,0;0,0;53,2;46,9
58048;Cessy-les-Bois;7;Rural à habitat très dispersé;110;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58049;Chalaux;7;Rural à habitat très dispersé;78;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58050;Challement;7;Rural à habitat très dispersé;62;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58051;Challuy;6;Rural à habitat dispersé;1521;0,0;0,0;0,0;31,3;18,1;44,1;6,6
58052;Champallement;7;Rural à habitat très dispersé;47;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58053;Champlemy;6;Rural à habitat dispersé;338;0,0;0,0;0,0;0,0;0,0;72,4;27,6
58054;Champlin;7;Rural à habitat très dispersé;39;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58055;Champvert;6;Rural à habitat dispersé;825;0,0;0,0;4,5;0,0;0,0;59,7;35,9
58056;Champvoux;6;Rural à habitat dispersé;311;0,0;0,0;0,0;0,0;0,0;74,4;25,6
58057;Chantenay-Saint-Imbert;6;Rural à habitat dispersé;1232;0,0;0,0;0,0;0,0;0,0;60,4;39,6
58058;La Chapelle-Saint-André;6;Rural à habitat dispersé;336;0,0;0,0;0,0;0,0;0,0;53,1;46,9
58059;La Charité-sur-Loire;5;Bourgs ruraux;5050;0,0;0,0;0,0;0,0;81,4;16,9;1,7
58060;Charrin;6;Rural à habitat dispersé;599;0,0;0,0;0,0;0,0;0,0;55,4;44,6
58061;Chasnay;7;Rural à habitat très dispersé;109;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58062;Château-Chinon (Ville);5;Bourgs ruraux;2086;0,0;0,0;0,0;0,0;89,7;6,7;3,7
58063;Château-Chinon (Campagne);7;Rural à habitat très dispersé;586;0,0;0,0;0,0;0,0;10,9;35,4;53,8
58064;Châteauneuf-Val-de-Bargis;6;Rural à habitat dispersé;560;0,0;0,0;0,0;0,0;0,0;69,2;30,8
58065;Châtillon-en-Bazois;6;Rural à habitat dispersé;937;0,0;0,0;0,0;0,0;0,0;78,1;21,9
58066;Châtin;7;Rural à habitat très dispersé;100;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58067;Chaulgnes;6;Rural à habitat dispersé;1460;0,0;0,0;0,0;0,0;0,0;95,1;4,9
58068;Chaumard;7;Rural à habitat très dispersé;209;0,0;0,0;0,0;0,0;0,0;23,5;76,5
58069;Chaumot;6;Rural à habitat dispersé;173;0,0;0,0;0,0;0,0;0,0;85,0;15,0
58070;Chazeuil;7;Rural à habitat très dispersé;49;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58071;Chevannes-Changy;7;Rural à habitat très dispersé;136;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58072;Chevenon;6;Rural à habitat dispersé;592;0,0;0,0;0,0;0,0;0,0;86,3;13,7
58073;Chevroches;6;Rural à habitat dispersé;129;0,0;0,0;0,0;0,0;0,0;100,0;0,0
58074;Chiddes;7;Rural à habitat très dispersé;327;0,0;0,0;0,0;0,0;0,0;16,7;83,3
58075;Chitry-les-Mines;6;Rural à habitat dispersé;213;0,0;0,0;0,0;0,0;13,1;72,3;14,6
58076;Chougny;7;Rural à habitat très dispersé;84;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58077;Ciez;7;Rural à habitat très dispersé;379;0,0;0,0;0,0;0,0;0,0;39,0;61,0
58078;Cizely;6;Rural à habitat dispersé;63;0,0;0,0;0,0;0,0;0,0;81,0;19,1
58079;Clamecy;5;Bourgs ruraux;3993;0,0;0,0;0,0;0,0;90,8;4,7;4,5
58080;La Collancelle;7;Rural à habitat très dispersé;184;0,0;0,0;0,0;0,0;0,0;31,1;68,9
58081;Colméry;7;Rural à habitat très dispersé;340;0,0;0,0;0,0;0,0;0,0;22,0;78,0
58082;Corancy;7;Rural à habitat très dispersé;309;0,0;0,0;0,0;0,0;0,0;21,4;78,6
58083;Corbigny;5;Bourgs ruraux;1570;0,0;0,0;0,0;0,0;66,0;24,5;9,6
58084;Corvol-d'Embernard;7;Rural à habitat très dispersé;97;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58085;Corvol-l'Orgueilleux;6;Rural à habitat dispersé;765;0,0;0,0;0,0;0,0;0,0;75,0;25,0
58086;Cosne-Cours-sur-Loire;3;Petites villes;10629;0,0;0,0;72,6;0,0;0,0;24,6;2,9
58087;Cossaye;7;Rural à habitat très dispersé;777;0,0;0,0;0,0;0,0;0,0;43,9;56,1
58088;Coulanges-lès-Nevers;4;Ceintures urbaines;3585;0,0;36,7;0,0;51,3;0,0;9,7;2,3
58089;Couloutre;7;Rural à habitat très dispersé;215;0,0;0,0;0,0;0,0;0,0;42,8;57,2
58090;Courcelles;6;Rural à habitat dispersé;205;0,0;0,0;0,0;0,0;0,0;70,7;29,3
58092;Crux-la-Ville;7;Rural à habitat très dispersé;427;0,0;0,0;0,0;0,0;0,0;13,4;86,6
58093;Cuncy-lès-Varzy;6;Rural à habitat dispersé;137;0,0;0,0;0,0;0,0;0,0;86,4;13,6
58094;Dampierre-sous-Bouhy;7;Rural à habitat très dispersé;468;0,0;0,0;0,0;0,0;0,0;43,2;56,8
58095;Decize;3;Petites villes;5689;0,0;0,0;82,1;0,0;0,0;12,9;5,0
58096;Devay;6;Rural à habitat dispersé;512;0,0;0,0;0,0;0,0;0,0;83,7;16,3
58097;Diennes-Aubigny;7;Rural à habitat très dispersé;102;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58098;Dirol;6;Rural à habitat dispersé;120;0,0;0,0;0,0;0,0;0,0;78,0;22,0
58099;Dommartin;7;Rural à habitat très dispersé;177;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58100;Dompierre-sur-Héry;7;Rural à habitat très dispersé;80;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58101;Dompierre-sur-Nièvre;6;Rural à habitat dispersé;195;0,0;0,0;0,0;0,0;0,0;59,0;41,1
58102;Donzy;5;Bourgs ruraux;1602;0,0;0,0;0,0;0,0;65,4;10,8;23,8
58103;Dornecy;6;Rural à habitat dispersé;503;0,0;0,0;0,0;0,0;0,0;86,2;13,8
58104;Dornes;6;Rural à habitat dispersé;1380;0,0;0,0;0,0;0,0;0,0;68,4;31,6
58105;Druy-Parigny;7;Rural à habitat très dispersé;360;0,0;0,0;0,0;0,0;0,0;43,5;56,5
58106;Dun-les-Places;7;Rural à habitat très dispersé;348;0,0;0,0;0,0;0,0;0,0;15,4;84,6
58107;Dun-sur-Grandry;7;Rural à habitat très dispersé;176;0,0;0,0;0,0;0,0;0,0;35,2;64,8
58108;Empury;7;Rural à habitat très dispersé;78;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58109;Entrains-sur-Nohain;6;Rural à habitat dispersé;910;0,0;0,0;0,0;0,0;0,0;79,7;20,3
58110;Epiry;7;Rural à habitat très dispersé;216;0,0;0,0;0,0;0,0;0,0;39,2;60,8
58111;Fâchin;7;Rural à habitat très dispersé;113;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58112;La Fermeté;6;Rural à habitat dispersé;691;0,0;0,0;0,0;0,0;0,0;78,5;21,5
58113;Fertrève;7;Rural à habitat très dispersé;133;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58114;Fléty;7;Rural à habitat très dispersé;112;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58115;Fleury-sur-Loire;6;Rural à habitat dispersé;241;0,0;0,0;0,0;0,0;0,0;56,7;43,3
58116;Flez-Cuzy;6;Rural à habitat dispersé;125;0,0;0,0;0,0;0,0;0,0;75,5;24,5
58117;Fourchambault;4;Ceintures urbaines;4620;0,0;0,0;0,0;96,4;0,0;3,5;0,1
58118;Fours;6;Rural à habitat dispersé;685;0,0;0,0;0,0;0,0;0,0;78,0;22,0
58119;Frasnay-Reugny;7;Rural à habitat très dispersé;80;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58120;Gâcogne;7;Rural à habitat très dispersé;258;0,0;0,0;0,0;0,0;0,0;0,0;100,0
58121;Garchizy;4;Ceintures urbaines;3851;0,0;0,0;0,0;79,5;0,0;19,6;1,0
