CODGEO;LIBGEO;DENS;LIBDENS;PMUN13;P1;P2;P3;P4;P5;P6;P7
24311;Nontron;5;Bourgs ruraux;3196;0,0;0,0;0,0;0,0;65,3;24,1;10,6
24312;Notre-Dame-de-Sanilhac;6;Rural à habitat dispersé;3078;0,0;5,4;0,0;27,1;20,8;40,2;6,5
24313;Orliac;7;Rural à habitat très dispersé;61;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24314;Orliaguet;7;Rural à habitat très dispersé;101;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24316;Parcoul;6;Rural à habitat dispersé;404;0,0;0,0;0,0;0,0;0,0;50,2;49,8
24317;Paulin;7;Rural à habitat très dispersé;268;0,0;0,0;0,0;0,0;0,0;20,2;79,9
24318;Paunat;7;Rural à habitat très dispersé;309;0,0;0,0;0,0;0,0;0,0;21,7;78,3
24319;Paussac-et-Saint-Vivien;7;Rural à habitat très dispersé;436;0,0;0,0;0,0;0,0;0,0;44,8;55,2
24320;Payzac;7;Rural à habitat très dispersé;1005;0,0;0,0;0,0;0,0;0,0;41,2;58,8
24321;Pazayac;6;Rural à habitat dispersé;836;0,0;0,0;0,0;0,0;0,0;97,2;2,8
24322;Périgueux;2;Centres urbains intermédiaires;30036;0,0;87,1;0,0;11,7;0,0;1,2;0,0
24323;Petit-Bersac;7;Rural à habitat très dispersé;173;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24324;Peyrignac;6;Rural à habitat dispersé;551;0,0;0,0;0,0;0,0;0,0;83,7;16,3
24325;Peyrillac-et-Millac;6;Rural à habitat dispersé;223;0,0;0,0;0,0;0,0;0,0;59,3;40,7
24326;Peyzac-le-Moustier;7;Rural à habitat très dispersé;187;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24327;Pezuls;7;Rural à habitat très dispersé;111;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24328;Piégut-Pluviers;6;Rural à habitat dispersé;1226;0,0;0,0;0,0;0,0;0,0;82,6;17,4
24329;Le Pizou;6;Rural à habitat dispersé;1305;0,0;0,0;0,0;0,0;0,0;84,4;15,7
24330;Plazac;7;Rural à habitat très dispersé;687;0,0;0,0;0,0;0,0;0,0;29,1;71,0
24331;Pomport;6;Rural à habitat dispersé;820;0,0;0,0;0,0;0,0;0,0;52,7;47,3
24333;Ponteyraud;7;Rural à habitat très dispersé;47;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24334;Pontours;7;Rural à habitat très dispersé;215;0,0;0,0;0,0;0,0;0,0;39,8;60,2
24335;Port-Sainte-Foy-et-Ponchapt;6;Rural à habitat dispersé;2498;0,0;0,0;49,3;0,0;0,0;40,4;10,3
24336;Prats-de-Carlux;6;Rural à habitat dispersé;530;0,0;0,0;0,0;0,0;0,0;71,5;28,5
24337;Prats-du-Périgord;7;Rural à habitat très dispersé;149;0,0;0,0;0,0;0,0;0,0;39,5;60,5
24338;Pressignac-Vicq;7;Rural à habitat très dispersé;476;0,0;0,0;0,0;0,0;0,0;44,7;55,3
24339;Preyssac-d'Excideuil;6;Rural à habitat dispersé;173;0,0;0,0;0,0;0,0;0,0;75,7;24,3
24340;Prigonrieux;6;Rural à habitat dispersé;4176;0,0;0,0;0,0;0,0;43,6;53,2;3,2
24341;Proissans;6;Rural à habitat dispersé;968;0,0;0,0;0,0;0,0;0,0;72,9;27,1
24343;Puymangou;7;Rural à habitat très dispersé;96;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24344;Puyrenier;7;Rural à habitat très dispersé;63;0,0;0,0;0,0;0,0;0,0;42,4;57,6
24345;Queyssac;6;Rural à habitat dispersé;458;0,0;0,0;0,0;0,0;0,0;71,9;28,1
24346;Quinsac;6;Rural à habitat dispersé;388;0,0;0,0;0,0;0,0;0,0;50,8;49,2
24347;Rampieux;7;Rural à habitat très dispersé;142;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24348;Razac-d'Eymet;7;Rural à habitat très dispersé;302;0,0;0,0;0,0;0,0;0,0;33,8;66,2
24349;Razac-de-Saussignac;7;Rural à habitat très dispersé;347;0,0;0,0;0,0;0,0;0,0;28,7;71,3
24350;Razac-sur-l'Isle;5;Bourgs ruraux;2400;0,0;0,0;0,0;0,9;57,8;34,5;6,8
24351;Ribagnac;7;Rural à habitat très dispersé;331;0,0;0,0;0,0;0,0;0,0;34,7;65,3
24352;Ribérac;5;Bourgs ruraux;4017;0,0;0,0;0,0;0,0;58,0;36,3;5,7
24353;La Rochebeaucourt-et-Argentine;6;Rural à habitat dispersé;326;0,0;0,0;0,0;0,0;0,0;53,0;47,0
24354;La Roche-Chalais;6;Rural à habitat dispersé;2932;0,0;0,0;0,0;0,0;24,8;49,9;25,3
24355;La Roque-Gageac;6;Rural à habitat dispersé;449;0,0;0,0;0,0;0,0;0,0;66,8;33,2
24356;Rouffignac-Saint-Cernin-de-Reilhac;7;Rural à habitat très dispersé;1569;0,0;0,0;0,0;0,0;0,0;44,4;55,6
24357;Rouffignac-de-Sigoulès;6;Rural à habitat dispersé;347;0,0;0,0;0,0;0,0;0,0;70,3;29,7
24359;Sadillac;6;Rural à habitat dispersé;110;0,0;0,0;0,0;0,0;0,0;75,0;25,0
24360;Sagelat;7;Rural à habitat très dispersé;311;0,0;0,0;0,0;0,0;0,0;47,1;52,9
24361;Saint-Agne;6;Rural à habitat dispersé;422;0,0;0,0;0,0;0,0;0,0;89,4;10,6
24362;Sainte-Alvère;7;Rural à habitat très dispersé;847;0,0;0,0;0,0;0,0;0,0;47,1;52,9
24363;Saint-Amand-de-Belvès;7;Rural à habitat très dispersé;108;0,0;0,0;0,0;0,0;0,0;17,5;82,5
24364;Saint-Amand-de-Coly;7;Rural à habitat très dispersé;398;0,0;0,0;0,0;0,0;0,0;15,5;84,5
24365;Saint-Amand-de-Vergt;7;Rural à habitat très dispersé;247;0,0;0,0;0,0;0,0;0,0;26,1;73,9
24366;Saint-André-d'Allas;7;Rural à habitat très dispersé;823;0,0;0,0;0,0;0,0;0,0;48,1;51,9
24367;Saint-André-de-Double;7;Rural à habitat très dispersé;163;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24368;Saint-Antoine-Cumond;7;Rural à habitat très dispersé;366;0,0;0,0;0,0;0,0;0,0;43,5;56,5
24369;Saint-Antoine-d'Auberoche;7;Rural à habitat très dispersé;162;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24370;Saint-Antoine-de-Breuilh;6;Rural à habitat dispersé;1967;0,0;0,0;0,0;0,0;0,0;89,1;10,9
24371;Saint-Aquilin;7;Rural à habitat très dispersé;491;0,0;0,0;0,0;0,0;0,0;46,4;53,6
24372;Saint-Astier;5;Bourgs ruraux;5497;0,0;0,0;0,0;0,0;66,0;27,1;6,9
24373;Saint-Aubin-de-Cadelech;7;Rural à habitat très dispersé;323;0,0;0,0;0,0;0,0;0,0;16,3;83,8
24374;Saint-Aubin-de-Lanquais;6;Rural à habitat dispersé;318;0,0;0,0;0,0;0,0;0,0;79,4;20,6
24375;Saint-Aubin-de-Nabirat;7;Rural à habitat très dispersé;137;0,0;0,0;0,0;0,0;0,0;42,0;58,0
24376;Saint-Aulaye;5;Bourgs ruraux;1362;0,0;0,0;0,0;0,0;40,3;39,6;20,2
24377;Saint-Avit-de-Vialard;7;Rural à habitat très dispersé;169;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24378;Saint-Avit-Rivière;7;Rural à habitat très dispersé;76;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24379;Saint-Avit-Sénieur;7;Rural à habitat très dispersé;465;0,0;0,0;0,0;0,0;0,0;17,9;82,1
24380;Saint-Barthélemy-de-Bellegarde;7;Rural à habitat très dispersé;514;0,0;0,0;0,0;0,0;0,0;36,2;63,8
24381;Saint-Barthélemy-de-Bussière;7;Rural à habitat très dispersé;227;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24382;Saint-Capraise-de-Lalinde;6;Rural à habitat dispersé;525;0,0;0,0;0,0;0,0;0,0;100,0;0,0
24383;Saint-Capraise-d'Eymet;7;Rural à habitat très dispersé;147;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24384;Saint-Cassien;7;Rural à habitat très dispersé;23;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24385;Saint-Cernin-de-Labarde;7;Rural à habitat très dispersé;204;0,0;0,0;0,0;0,0;0,0;25,6;74,4
24386;Saint-Cernin-de-l'Herm;7;Rural à habitat très dispersé;231;0,0;0,0;0,0;0,0;0,0;27,6;72,5
24388;Saint-Chamassy;6;Rural à habitat dispersé;529;0,0;0,0;0,0;0,0;0,0;50,1;49,9
24389;Saint-Cirq;7;Rural à habitat très dispersé;131;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24390;Saint-Crépin-d'Auberoche;7;Rural à habitat très dispersé;310;0,0;0,0;0,0;0,0;0,0;44,6;55,4
24391;Saint-Crépin-de-Richemont;7;Rural à habitat très dispersé;194;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24392;Saint-Crépin-et-Carlucet;6;Rural à habitat dispersé;544;0,0;0,0;0,0;0,0;0,0;52,0;48,0
24393;Sainte-Croix;7;Rural à habitat très dispersé;87;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24394;Sainte-Croix-de-Mareuil;7;Rural à habitat très dispersé;138;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24395;Saint-Cybranet;7;Rural à habitat très dispersé;410;0,0;0,0;0,0;0,0;0,0;43,0;57,0
24396;Saint-Cyprien;5;Bourgs ruraux;1618;0,0;0,0;0,0;0,0;69,6;9,3;21,1
24397;Saint-Cyr-les-Champagnes;7;Rural à habitat très dispersé;278;0,0;0,0;0,0;0,0;0,0;22,5;77,5
24398;Saint-Estèphe;7;Rural à habitat très dispersé;598;0,0;0,0;0,0;0,0;0,0;49,1;50,9
24399;Saint-Étienne-de-Puycorbier;7;Rural à habitat très dispersé;116;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24401;Sainte-Eulalie-d'Ans;7;Rural à habitat très dispersé;287;0,0;0,0;0,0;0,0;0,0;32,2;67,8
24402;Sainte-Eulalie-d'Eymet;7;Rural à habitat très dispersé;82;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24403;Saint-Félix-de-Bourdeilles;7;Rural à habitat très dispersé;69;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24404;Saint-Félix-de-Reillac-et-Mortemart;7;Rural à habitat très dispersé;208;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24405;Saint-Félix-de-Villadeix;7;Rural à habitat très dispersé;296;0,0;0,0;0,0;0,0;0,0;32,6;67,4
24406;Sainte-Foy-de-Belvès;7;Rural à habitat très dispersé;135;0,0;0,0;0,0;0,0;0,0;42,6;57,4
24407;Sainte-Foy-de-Longas;7;Rural à habitat très dispersé;240;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24408;Saint-Front-d'Alemps;7;Rural à habitat très dispersé;262;0,0;0,0;0,0;0,0;0,0;33,3;66,7
24409;Saint-Front-de-Pradoux;6;Rural à habitat dispersé;1161;0,0;0,0;0,0;0,0;11,9;84,6;3,6
24410;Saint-Front-la-Rivière;6;Rural à habitat dispersé;516;0,0;0,0;0,0;0,0;0,0;81,9;18,1
24411;Saint-Front-sur-Nizonne;7;Rural à habitat très dispersé;155;0,0;0,0;0,0;0,0;0,0;9,1;90,9
24412;Saint-Geniès;7;Rural à habitat très dispersé;963;0,0;0,0;0,0;0,0;0,0;37,5;62,5
24413;Saint-Georges-Blancaneix;7;Rural à habitat très dispersé;227;0,0;0,0;0,0;0,0;0,0;39,4;60,6
24414;Saint-Georges-de-Montclard;7;Rural à habitat très dispersé;284;0,0;0,0;0,0;0,0;0,0;46,2;53,8
24415;Saint-Géraud-de-Corps;7;Rural à habitat très dispersé;190;0,0;0,0;0,0;0,0;0,0;20,8;79,2
24416;Saint-Germain-de-Belvès;7;Rural à habitat très dispersé;181;0,0;0,0;0,0;0,0;0,0;35,1;64,9
24417;Saint-Germain-des-Prés;7;Rural à habitat très dispersé;532;0,0;0,0;0,0;0,0;0,0;49,2;50,8
24418;Saint-Germain-du-Salembre;6;Rural à habitat dispersé;929;0,0;0,0;0,0;0,0;0,0;87,4;12,7
24419;Saint-Germain-et-Mons;6;Rural à habitat dispersé;784;0,0;0,0;0,0;0,0;0,0;80,9;19,1
24420;Saint-Géry;6;Rural à habitat dispersé;226;0,0;0,0;0,0;0,0;0,0;58,7;41,3
24421;Saint-Geyrac;7;Rural à habitat très dispersé;220;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24422;Saint-Hilaire-d'Estissac;7;Rural à habitat très dispersé;111;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24423;Sainte-Innocence;7;Rural à habitat très dispersé;98;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24424;Saint-Jean-d'Ataux;7;Rural à habitat très dispersé;120;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24425;Saint-Jean-de-Côle;7;Rural à habitat très dispersé;364;0,0;0,0;0,0;0,0;0,0;47,8;52,2
24426;Saint-Jean-d'Estissac;7;Rural à habitat très dispersé;162;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24427;Saint-Jean-d'Eyraud;7;Rural à habitat très dispersé;189;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24428;Saint-Jory-de-Chalais;7;Rural à habitat très dispersé;551;0,0;0,0;0,0;0,0;0,0;33,1;66,9
24429;Saint-Jory-las-Bloux;7;Rural à habitat très dispersé;247;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24430;Saint-Julien-de-Bourdeilles;6;Rural à habitat dispersé;83;0,0;0,0;0,0;0,0;0,0;57,8;42,2
24431;Saint-Julien-de-Crempse;7;Rural à habitat très dispersé;220;0,0;0,0;0,0;0,0;0,0;26,3;73,7
24432;Saint-Julien-de-Lampon;6;Rural à habitat dispersé;622;0,0;0,0;0,0;0,0;0,0;82,8;17,2
24433;Saint-Julien-d'Eymet;7;Rural à habitat très dispersé;106;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24434;Saint-Just;7;Rural à habitat très dispersé;124;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24435;Saint-Laurent-des-Bâtons;7;Rural à habitat très dispersé;205;0,0;0,0;0,0;0,0;0,0;26,3;73,7
24436;Saint-Laurent-des-Hommes;6;Rural à habitat dispersé;1048;0,0;0,0;0,0;0,0;0,0;53,5;46,5
24437;Saint-Laurent-des-Vignes;6;Rural à habitat dispersé;900;0,0;0,0;0,0;0,0;0,0;100,0;0,0
24438;Saint-Laurent-la-Vallée;7;Rural à habitat très dispersé;265;0,0;0,0;0,0;0,0;0,0;23,9;76,1
24439;Saint-Laurent-sur-Manoire;6;Rural à habitat dispersé;945;0,0;0,0;0,0;0,0;0,0;88,8;11,2
24441;Saint-Léon-d'Issigeac;7;Rural à habitat très dispersé;114;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24442;Saint-Léon-sur-l'Isle;5;Bourgs ruraux;2070;0,0;0,0;0,0;0,0;52,0;38,4;9,6
24443;Saint-Léon-sur-Vézère;7;Rural à habitat très dispersé;429;0,0;0,0;0,0;0,0;0,0;40,7;59,3
24444;Saint-Louis-en-l'Isle;6;Rural à habitat dispersé;278;0,0;0,0;0,0;0,0;0,0;100,0;0,0
24445;Saint-Marcel-du-Périgord;7;Rural à habitat très dispersé;151;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24446;Saint-Marcory;7;Rural à habitat très dispersé;55;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24447;Sainte-Marie-de-Chignac;6;Rural à habitat dispersé;585;0,0;0,0;0,0;0,0;0,0;59,4;40,6
24448;Saint-Martial-d'Albarède;6;Rural à habitat dispersé;485;0,0;0,0;0,0;0,0;0,0;84,9;15,1
24449;Saint-Martial-d'Artenset;6;Rural à habitat dispersé;986;0,0;0,0;0,0;0,0;0,0;74,1;25,9
24450;Saint-Martial-de-Nabirat;6;Rural à habitat dispersé;616;0,0;0,0;0,0;0,0;0,0;60,4;39,6
24451;Saint-Martial-de-Valette;6;Rural à habitat dispersé;821;0,0;0,0;0,0;0,0;0,6;75,2;24,2
24452;Saint-Martial-Viveyrol;7;Rural à habitat très dispersé;202;0,0;0,0;0,0;0,0;0,0;47,0;53,0
24453;Saint-Martin-de-Fressengeas;7;Rural à habitat très dispersé;368;0,0;0,0;0,0;0,0;0,0;16,1;83,9
24454;Saint-Martin-de-Gurson;6;Rural à habitat dispersé;644;0,0;0,0;0,0;0,0;0,0;54,3;45,7
24455;Saint-Martin-de-Ribérac;6;Rural à habitat dispersé;711;0,0;0,0;0,0;0,0;0,0;57,7;42,3
24456;Saint-Martin-des-Combes;7;Rural à habitat très dispersé;188;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24457;Saint-Martin-l'Astier;7;Rural à habitat très dispersé;137;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24458;Saint-Martin-le-Pin;7;Rural à habitat très dispersé;289;0,0;0,0;0,0;0,0;0,0;3,0;97,0
24459;Saint-Mayme-de-Péreyrol;7;Rural à habitat très dispersé;276;0,0;0,0;0,0;0,0;0,0;25,0;75,0
24460;Saint-Méard-de-Drône;6;Rural à habitat dispersé;484;0,0;0,0;0,0;0,0;0,0;66,7;33,3
24461;Saint-Méard-de-Gurçon;7;Rural à habitat très dispersé;770;0,0;0,0;0,0;0,0;0,0;43,0;57,0
24462;Saint-Médard-de-Mussidan;6;Rural à habitat dispersé;1753;0,0;0,0;0,0;0,0;39,4;46,8;13,9
24463;Saint-Médard-d'Excideuil;7;Rural à habitat très dispersé;526;0,0;0,0;0,0;0,0;7,2;42,3;50,5
24464;Saint-Mesmin;7;Rural à habitat très dispersé;293;0,0;0,0;0,0;0,0;0,0;1,5;98,5
24465;Saint-Michel-de-Double;7;Rural à habitat très dispersé;253;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24466;Saint-Michel-de-Montaigne;6;Rural à habitat dispersé;351;0,0;0,0;0,0;0,0;0,0;73,0;27,0
24468;Saint-Michel-de-Villadeix;7;Rural à habitat très dispersé;317;0,0;0,0;0,0;0,0;0,0;14,5;85,5
24470;Sainte-Mondane;7;Rural à habitat très dispersé;269;0,0;0,0;0,0;0,0;0,0;16,1;83,9
24471;Sainte-Nathalène;6;Rural à habitat dispersé;578;0,0;0,0;0,0;0,0;0,0;72,3;27,7
24472;Saint-Nexans;6;Rural à habitat dispersé;909;0,0;0,0;0,0;0,0;0,0;89,0;11,0
24473;Sainte-Orse;7;Rural à habitat très dispersé;380;0,0;0,0;0,0;0,0;0,0;49,3;50,7
24474;Saint-Pancrace;6;Rural à habitat dispersé;162;0,0;0,0;0,0;0,0;0,0;68,8;31,2
24475;Saint-Pantaly-d'Ans;6;Rural à habitat dispersé;154;0,0;0,0;0,0;0,0;0,0;52,2;47,8
24476;Saint-Pantaly-d'Excideuil;7;Rural à habitat très dispersé;150;0,0;0,0;0,0;0,0;0,0;34,6;65,4
24477;Saint-Pardoux-de-Drône;7;Rural à habitat très dispersé;211;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24478;Saint-Pardoux-et-Vielvic;7;Rural à habitat très dispersé;204;0,0;0,0;0,0;0,0;0,0;47,7;52,3
24479;Saint-Pardoux-la-Rivière;6;Rural à habitat dispersé;1215;0,0;0,0;0,0;0,0;0,0;83,1;16,9
24480;Saint-Paul-de-Serre;7;Rural à habitat très dispersé;264;0,0;0,0;0,0;0,0;0,0;45,3;54,7
24481;Saint-Paul-la-Roche;7;Rural à habitat très dispersé;525;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24482;Saint-Paul-Lizonne;7;Rural à habitat très dispersé;267;0,0;0,0;0,0;0,0;0,0;25,6;74,4
24483;Saint-Perdoux;7;Rural à habitat très dispersé;136;0,0;0,0;0,0;0,0;0,0;30,0;70,0
24484;Saint-Pierre-de-Chignac;6;Rural à habitat dispersé;860;0,0;0,0;0,0;0,0;0,0;82,6;17,4
24485;Saint-Pierre-de-Côle;7;Rural à habitat très dispersé;480;0,0;0,0;0,0;0,0;0,0;36,0;64,0
24486;Saint-Pierre-de-Frugie;7;Rural à habitat très dispersé;380;0,0;0,0;0,0;0,0;0,0;33,0;67,0
24487;Saint-Pierre-d'Eyraud;6;Rural à habitat dispersé;1762;0,0;0,0;0,0;0,0;0,0;81,0;19,0
24488;Saint-Pompont;7;Rural à habitat très dispersé;431;0,0;0,0;0,0;0,0;0,0;28,1;71,9
24489;Saint-Priest-les-Fougères;7;Rural à habitat très dispersé;377;0,0;0,0;0,0;0,0;0,0;30,6;69,4
24490;Saint-Privat-des-Prés;7;Rural à habitat très dispersé;600;0,0;0,0;0,0;0,0;0,0;40,5;59,5
24491;Saint-Rabier;6;Rural à habitat dispersé;598;0,0;0,0;0,0;0,0;0,0;63,1;36,9
24492;Sainte-Radegonde;7;Rural à habitat très dispersé;59;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24493;Saint-Raphaël;7;Rural à habitat très dispersé;108;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24494;Saint-Rémy;7;Rural à habitat très dispersé;448;0,0;0,0;0,0;0,0;0,0;40,3;59,7
24495;Saint-Romain-de-Monpazier;7;Rural à habitat très dispersé;92;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24496;Saint-Romain-et-Saint-Clément;6;Rural à habitat dispersé;328;0,0;0,0;0,0;0,0;0,0;53,3;46,7
24497;Sainte-Sabine-Born;7;Rural à habitat très dispersé;385;0,0;0,0;0,0;0,0;0,0;25,7;74,3
24498;Saint-Saud-Lacoussière;7;Rural à habitat très dispersé;859;0,0;0,0;0,0;0,0;0,0;29,5;70,5
24499;Saint-Sauveur;6;Rural à habitat dispersé;815;0,0;0,0;0,0;0,0;3,2;87,4;9,4
24500;Saint-Sauveur-Lalande;7;Rural à habitat très dispersé;144;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24501;Saint-Seurin-de-Prats;6;Rural à habitat dispersé;472;0,0;0,0;0,0;0,0;0,0;93,4;6,6
24502;Saint-Séverin-d'Estissac;6;Rural à habitat dispersé;95;0,0;0,0;0,0;0,0;0,0;82,9;17,1
24503;Saint-Sulpice-de-Mareuil;7;Rural à habitat très dispersé;118;0,0;0,0;0,0;0,0;0,0;44,8;55,2
24504;Saint-Sulpice-de-Roumagnac;7;Rural à habitat très dispersé;251;0,0;0,0;0,0;0,0;0,0;26,5;73,6
24505;Saint-Sulpice-d'Excideuil;7;Rural à habitat très dispersé;313;0,0;0,0;0,0;0,0;0,0;31,0;69,0
24507;Sainte-Trie;7;Rural à habitat très dispersé;114;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24508;Saint-Victor;6;Rural à habitat dispersé;210;0,0;0,0;0,0;0,0;0,0;83,9;16,1
24509;Saint-Vincent-de-Connezac;6;Rural à habitat dispersé;622;0,0;0,0;0,0;0,0;0,0;73,0;27,0
24510;Saint-Vincent-de-Cosse;6;Rural à habitat dispersé;352;0,0;0,0;0,0;0,0;0,0;74,2;25,8
24511;Saint-Vincent-Jalmoutiers;7;Rural à habitat très dispersé;240;0,0;0,0;0,0;0,0;0,0;26,3;73,7
24512;Saint-Vincent-le-Paluel;6;Rural à habitat dispersé;269;0,0;0,0;0,0;0,0;0,0;63,5;36,5
24513;Saint-Vincent-sur-l'Isle;6;Rural à habitat dispersé;280;0,0;0,0;0,0;0,0;0,0;70,2;29,8
24514;Saint-Vivien;6;Rural à habitat dispersé;274;0,0;0,0;0,0;0,0;0,0;69,2;30,8
24515;Salagnac;6;Rural à habitat dispersé;830;0,0;0,0;0,0;0,0;0,0;80,5;19,5
24516;Salignac-Eyvigues;6;Rural à habitat dispersé;1171;0,0;0,0;0,0;0,0;0,0;72,8;27,2
24517;Salles-de-Belvès;7;Rural à habitat très dispersé;76;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24518;Salon;7;Rural à habitat très dispersé;272;0,0;0,0;0,0;0,0;0,0;21,4;78,6
24519;Sarlande;7;Rural à habitat très dispersé;409;0,0;0,0;0,0;0,0;0,0;18,0;82,0
24520;Sarlat-la-Canéda;3;Petites villes;9259;0,0;0,0;71,5;0,0;0,0;23,9;4,6
24521;Sarliac-sur-l'Isle;6;Rural à habitat dispersé;1051;0,0;0,0;0,0;0,0;0,0;87,8;12,2
24522;Sarrazac;7;Rural à habitat très dispersé;373;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24523;Saussignac;6;Rural à habitat dispersé;429;0,0;0,0;0,0;0,0;0,0;56,7;43,4
24524;Savignac-de-Miremont;7;Rural à habitat très dispersé;171;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24525;Savignac-de-Nontron;7;Rural à habitat très dispersé;192;0,0;0,0;0,0;0,0;0,0;34,2;65,8
24526;Savignac-Lédrier;7;Rural à habitat très dispersé;722;0,0;0,0;0,0;0,0;0,0;42,5;57,5
24527;Savignac-les-Églises;6;Rural à habitat dispersé;969;0,0;0,0;0,0;0,0;0,0;72,5;27,5
24528;Sceau-Saint-Angel;7;Rural à habitat très dispersé;124;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24529;Segonzac;6;Rural à habitat dispersé;206;0,0;0,0;0,0;0,0;0,0;67,0;33,0
24530;Sencenac-Puy-de-Fourches;7;Rural à habitat très dispersé;236;0,0;0,0;0,0;0,0;0,0;23,4;76,6
24531;Sergeac;7;Rural à habitat très dispersé;219;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24532;Serres-et-Montguyard;7;Rural à habitat très dispersé;237;0,0;0,0;0,0;0,0;0,0;43,8;56,2
24533;Servanches;7;Rural à habitat très dispersé;94;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24534;Sigoulès;6;Rural à habitat dispersé;944;0,0;0,0;0,0;0,0;0,0;83,8;16,2
24535;Simeyrols;7;Rural à habitat très dispersé;252;0,0;0,0;0,0;0,0;0,0;29,4;70,6
24536;Singleyrac;6;Rural à habitat dispersé;312;0,0;0,0;0,0;0,0;0,0;78,4;21,6
24537;Siorac-de-Ribérac;7;Rural à habitat très dispersé;257;0,0;0,0;0,0;0,0;0,0;28,0;72,0
24538;Siorac-en-Périgord;6;Rural à habitat dispersé;1022;0,0;0,0;0,0;0,0;0,0;77,7;22,3
24540;Sorges;6;Rural à habitat dispersé;1305;0,0;0,0;0,0;0,0;0,0;59,0;41,0
24541;Soudat;7;Rural à habitat très dispersé;90;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24542;Soulaures;7;Rural à habitat très dispersé;77;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24543;Sourzac;6;Rural à habitat dispersé;1107;0,0;0,0;0,0;0,0;9,1;74,6;16,3
24544;Tamniès;7;Rural à habitat très dispersé;381;0,0;0,0;0,0;0,0;0,0;13,7;86,4
24545;Teillots;7;Rural à habitat très dispersé;99;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24546;Temple-Laguyon;7;Rural à habitat très dispersé;45;0,0;0,0;0,0;0,0;0,0;0,0;100,0
24547;Terrasson-Lavilledieu;5;Bourgs ruraux;6212;0,0;0,0;0,0;0,0;66,0;28,1;5,9
24548;Teyjat;7;Rural à habitat très dispersé;277;0,0;0,0;0,0;0,0;0,0;31,1;68,9
24549;Thénac;7;Rural à habitat très dispersé;371;0,0;0,0;0,0;0,0;0,0;16,6;83,5
24550;Thenon;5;Bourgs ruraux;1267;0,0;0,0;0,0;0,0;52,9;16,4;30,7
24551;Thiviers;5;Bourgs ruraux;3031;0,0;0,0;0,0;0,0;56,2;32,4;11,4
24552;Thonac;6;Rural à habitat dispersé;259;0,0;0,0;0,0;0,0;0,0;59,2;40,8
24553;Tocane-Saint-Apre;5;Bourgs ruraux;1668;0,0;0,0;0,0;0,0;48,9;24,7;26,4
